gene_id	gene_type	gene_name	level
ENSG00000172247.3	protein_coding	C1QTNF4	level 2
ENSG00000223187.1	misc_RNA	Y_RNA	level 3
ENSG00000109919.5	protein_coding	MTCH2	level 2
ENSG00000165923.11	protein_coding	AGBL2	level 1
ENSG00000109920.8	protein_coding	FNBP4	level 1
ENSG00000200090.1	misc_RNA	Y_RNA	level 3
ENSG00000252447.1	snoRNA	snoU13	level 3
ENSG00000030066.9	protein_coding	NUP160	level 2
ENSG00000271543.1	pseudogene	RP11-692M12.5	level 1
ENSG00000252941.1	rRNA	RNA5SP340	level 3
ENSG00000252874.1	misc_RNA	Y_RNA	level 3
ENSG00000271557.1	pseudogene	RP11-692M12.4	level 1
ENSG00000254780.1	pseudogene	RP11-793I11.1	level 1
ENSG00000149177.8	protein_coding	PTPRJ	level 1
ENSG00000254879.1	antisense	AC103828.1	level 2
ENSG00000263693.1	miRNA	MIR3161	level 3
ENSG00000175619.2	protein_coding	OR4B1	level 2
ENSG00000255514.1	pseudogene	OR4B2P	level 2
ENSG00000172208.3	protein_coding	OR4X2	level 2
ENSG00000176567.1	protein_coding	OR4X1	level 2
ENSG00000176555.1	protein_coding	OR4S1	level 2
ENSG00000176547.7	protein_coding	OR4C3	level 2
ENSG00000197161.6	pseudogene	OR4C4P	level 2
ENSG00000176540.3	protein_coding	OR4C5	level 2
ENSG00000182565.8	pseudogene	OR4C2P	level 2
ENSG00000184789.6	pseudogene	OR4C10P	level 1
ENSG00000254925.1	pseudogene	OR4C9P	level 2
ENSG00000255215.1	pseudogene	OR4R1P	level 2
ENSG00000237388.2	protein_coding	OR4A47	level 2
ENSG00000255113.1	pseudogene	OR4A48P	level 2
ENSG00000255304.1	pseudogene	OR4A46P	level 2
ENSG00000254832.1	pseudogene	OR4A40P	level 2
ENSG00000255534.1	pseudogene	OR4A43P	level 2
ENSG00000213607.4	pseudogene	OR4A45P	level 2
ENSG00000255297.1	pseudogene	OR4A41P	level 2
ENSG00000254674.1	pseudogene	OR4A42P	level 1
ENSG00000255053.1	pseudogene	OR4A44P	level 2
ENSG00000255551.1	pseudogene	RP11-56P9.5	level 1
ENSG00000254728.1	pseudogene	RP11-56P9.10	level 1
ENSG00000254920.1	pseudogene	RP11-56P9.6	level 2
ENSG00000255527.1	pseudogene	RP11-56P9.4	level 2
ENSG00000249910.2	pseudogene	TRIM51CP	level 2
ENSG00000254517.1	pseudogene	RP11-56P9.8	level 2
ENSG00000220948.4	pseudogene	TRIM51GP	level 2
ENSG00000254764.1	pseudogene	TRIM53CP	level 2
ENSG00000205044.3	pseudogene	RP11-56P9.11	level 2
ENSG00000182053.8	protein_coding	TRIM49B	level 3
ENSG00000214891.4	protein_coding	TRIM64C	level 2
ENSG00000254801.1	pseudogene	CTD-2132H18.3	level 1
ENSG00000229361.4	pseudogene	UBTFL7	level 1
ENSG00000255452.1	pseudogene	RP11-107P7.1	level 2
ENSG00000254412.1	pseudogene	RP11-107P7.6	level 2
ENSG00000255338.1	pseudogene	RP11-107P7.2	level 2
ENSG00000254993.1	pseudogene	RP11-107P7.5	level 2
ENSG00000254567.2	pseudogene	RP11-107P7.4	level 1
ENSG00000086205.12	protein_coding	FOLH1	level 2
ENSG00000255532.1	pseudogene	CTD-2026G22.1	level 2
ENSG00000123447.5	pseudogene	TYRL	level 2
ENSG00000254496.1	pseudogene	CBX3P8	level 1
ENSG00000226268.2	pseudogene	RP11-61N20.3	level 2
ENSG00000205035.4	pseudogene	RP11-707M1.1	level 2
ENSG00000254487.2	pseudogene	RP11-707M1.7	level 2
ENSG00000255268.2	pseudogene	RP11-707M1.9	level 2
ENSG00000219061.4	pseudogene	TRIM51FP	level 2
ENSG00000254714.1	pseudogene	RP11-163O19.1	level 2
ENSG00000255550.1	pseudogene	RP11-163O19.11	level 2
ENSG00000255214.1	pseudogene	RP11-163O19.10	level 2
ENSG00000255190.2	pseudogene	TRIM51DP	level 2
ENSG00000254800.2	pseudogene	RP11-163O19.3	level 2
ENSG00000255111.1	pseudogene	RP11-163O19.8	level 2
ENSG00000254408.1	pseudogene	OR4A1P	level 2
ENSG00000254472.1	pseudogene	OR4A49P	level 2
ENSG00000254637.1	pseudogene	OR4A18P	level 2
ENSG00000254940.1	pseudogene	OR4A19P	level 2
ENSG00000254624.1	pseudogene	OR4R3P	level 2
ENSG00000258817.1	protein_coding	OR4C13	level 2
ENSG00000221954.2	protein_coding	OR4C12	level 2
ENSG00000255199.2	pseudogene	RP11-227P3.1	level 2
ENSG00000255442.1	pseudogene	RP11-347H15.1	level 2
ENSG00000236919.3	pseudogene	RP11-347H15.6	level 2
ENSG00000255500.2	pseudogene	RP11-347H15.2	level 1
ENSG00000255042.1	pseudogene	RP11-347H15.5	level 2
ENSG00000255001.1	pseudogene	RP11-347H15.3	level 2
ENSG00000254518.1	lincRNA	RP11-347H15.4	level 1
ENSG00000254840.1	pseudogene	RP11-574M7.1	level 2
ENSG00000214883.4	pseudogene	RP11-574M7.2	level 2
ENSG00000264637.1	miRNA	AC110283.1	level 3
ENSG00000255078.1	pseudogene	OR4A6P	level 2
ENSG00000221840.2	protein_coding	OR4A5	level 2
ENSG00000255349.1	pseudogene	OR4A7P	level 2
ENSG00000225997.1	polymorphic_pseudogene	OR4A8P	level 2
ENSG00000227547.3	pseudogene	OR4A2P	level 1
ENSG00000254464.1	pseudogene	OR4A3P	level 2
ENSG00000254769.2	pseudogene	OR4A4P	level 1
ENSG00000255560.1	pseudogene	OR4R2P	level 2
ENSG00000255312.1	pseudogene	OR4C7P	level 1
ENSG00000185926.1	protein_coding	OR4C46	level 2
ENSG00000237610.1	pseudogene	OR4C50P	level 1
ENSG00000150244.8	protein_coding	TRIM48	level 2
ENSG00000255543.1	pseudogene	RP11-72M10.2	level 2
ENSG00000255283.2	pseudogene	RP11-72M10.4	level 2
ENSG00000255110.1	pseudogene	RP11-72M10.8	level 2
ENSG00000254696.1	pseudogene	RP11-72M10.7	level 2
ENSG00000166007.11	pseudogene	TRIM51HP	level 1
ENSG00000254828.1	pseudogene	RP11-72M10.5	level 2
ENSG00000254663.1	pseudogene	OR4A11P	level 1
ENSG00000254723.1	pseudogene	OR4A12P	level 2
ENSG00000181961.2	protein_coding	OR4A16	level 2
ENSG00000181958.3	protein_coding	OR4A15	level 2
ENSG00000254891.1	pseudogene	OR4A9P	level 2
ENSG00000255077.1	pseudogene	OR4X7P	level 2
ENSG00000255493.1	pseudogene	RP11-131J4.12	level 2
ENSG00000254886.1	pseudogene	OR4A10P	level 2
ENSG00000255196.1	pseudogene	OR4A17P	level 2
ENSG00000181950.3	pseudogene	OR4A13P	level 2
ENSG00000255294.1	pseudogene	OR4A50P	level 2
ENSG00000254962.1	pseudogene	OR4A14P	level 2
ENSG00000181943.4	pseudogene	OR4A21P	level 2
ENSG00000254576.1	pseudogene	OR4C1P	level 2
ENSG00000233301.1	pseudogene	OR4C14P	level 2
ENSG00000181939.2	protein_coding	OR4C15	level 2
ENSG00000181935.3	protein_coding	OR4C16	level 2
ENSG00000172188.4	protein_coding	OR4C11	level 2
ENSG00000181927.2	protein_coding	OR4P4	level 2
ENSG00000174982.2	protein_coding	OR4S2	level 2
ENSG00000181903.3	protein_coding	OR4C6	level 2
ENSG00000254841.1	pseudogene	OR4V1P	level 2
ENSG00000188439.3	pseudogene	OR4P1P	level 2
ENSG00000254804.1	lincRNA	RP11-674C21.9	level 2
ENSG00000254457.1	pseudogene	OR5D2P	level 2
ENSG00000186886.5	pseudogene	OR5D3P	level 2
ENSG00000181837.5	pseudogene	OR5D17P	level 2
ENSG00000198877.1	protein_coding	OR5D13	level 2
ENSG00000255019.1	pseudogene	OR5D15P	level 2
ENSG00000186113.1	protein_coding	OR5D14	level 2
ENSG00000186117.2	protein_coding	OR5L1	level 2
ENSG00000186119.6	protein_coding	OR5D18	level 2
ENSG00000205030.1	protein_coding	OR5L2	level 2
ENSG00000205029.1	protein_coding	OR5D16	level 2
ENSG00000186124.3	pseudogene	OR9M1P	level 2
ENSG00000255204.1	pseudogene	RP11-738O11.9	level 2
ENSG00000255499.1	pseudogene	RP11-738O11.12	level 2
ENSG00000254547.1	pseudogene	RP11-738O11.13	level 2
ENSG00000124900.8	protein_coding	TRIM51	level 2
ENSG00000227806.1	pseudogene	OR5W1P	level 2
ENSG00000187612.1	protein_coding	OR5W2	level 2
ENSG00000167825.3	protein_coding	OR5I1	level 2
ENSG00000255416.1	pseudogene	OR10AF1P	level 2
ENSG00000254807.1	pseudogene	OR10AK1P	level 2
ENSG00000174970.2	protein_coding	OR10AG1	level 2
ENSG00000214880.2	pseudogene	OR7E5P	level 2
ENSG00000149133.1	protein_coding	OR5F1	level 2
ENSG00000182365.3	pseudogene	OR5F2P	level 2
ENSG00000181785.1	protein_coding	OR5AS1	level 2
ENSG00000184741.4	pseudogene	OR5AQ1P	level 2
ENSG00000181780.3	pseudogene	OR5J1P	level 2
ENSG00000225538.1	pseudogene	OR5BE1P	level 2
ENSG00000172154.4	protein_coding	OR8I2	level 3
ENSG00000254524.1	pseudogene	OR8I4P	level 2
ENSG00000181767.1	protein_coding	OR8H2	level 2
ENSG00000255140.1	pseudogene	OR5BN2P	level 2
ENSG00000181761.5	protein_coding	OR8H3	level 2
ENSG00000254848.1	pseudogene	OR5BN1P	level 2
ENSG00000167822.1	protein_coding	OR8J3	level 2
ENSG00000254947.1	pseudogene	OR8K4P	level 2
ENSG00000181752.3	protein_coding	OR8K5	level 2
ENSG00000255217.1	pseudogene	OR5J7P	level 2
ENSG00000174957.1	protein_coding	OR5J2	level 2
ENSG00000230213.1	pseudogene	OR8V1P	level 2
ENSG00000213604.4	pseudogene	RP11-444K7.8	level 1
ENSG00000254658.1	polymorphic_pseudogene	OR8J2	level 2
ENSG00000181718.4	protein_coding	OR5T2	level 2
ENSG00000172489.5	protein_coding	OR5T3	level 2
ENSG00000181698.2	protein_coding	OR5T1	level 2
ENSG00000181693.6	protein_coding	OR8H1	level 2
ENSG00000255461.1	pseudogene	OR8I1P	level 2
ENSG00000181689.1	protein_coding	OR8K3	level 2
ENSG00000254722.1	pseudogene	FAM8A2P	level 1
ENSG00000255134.1	pseudogene	OR8K2P	level 2
ENSG00000150261.2	protein_coding	OR8K1	level 2
ENSG00000242208.1	pseudogene	RPL5P29	level 1
ENSG00000172487.3	protein_coding	OR8J1	level 2
ENSG00000172199.1	protein_coding	OR8U1	level 2
ENSG00000254903.1	pseudogene	OR8L1P	level 2
ENSG00000255466.1	pseudogene	OR5AL2P	level 2
ENSG00000272987.1	polymorphic_pseudogene	OR5AL1	level 2
ENSG00000181395.6	pseudogene	OR5AL1	level 3
ENSG00000174942.1	protein_coding	OR5R1	level 2
ENSG00000230416.3	pseudogene	OR5M4P	level 2
ENSG00000150269.1	protein_coding	OR5M9	level 2
ENSG00000174937.2	protein_coding	OR5M3	level 2
ENSG00000254752.1	pseudogene	OR5M2P	level 2
ENSG00000181371.2	protein_coding	OR5M8	level 2
ENSG00000254411.1	pseudogene	CTD-3051L14.13	level 1
ENSG00000254490.1	pseudogene	OR5M7P	level 2
ENSG00000254660.1	pseudogene	CTD-3051L14.14	level 1
ENSG00000254603.1	pseudogene	OR5M6P	level 2
ENSG00000185701.7	pseudogene	OR5M5P	level 2
ENSG00000255223.2	protein_coding	OR5M11	level 2
ENSG00000254834.2	protein_coding	OR5M10	level 2
ENSG00000166693.7	pseudogene	OR5M13P	level 2
ENSG00000255012.1	protein_coding	OR5M1	level 2
ENSG00000255172.2	pseudogene	OR5AM1P	level 2
ENSG00000197866.2	pseudogene	OR5M12P	level 2
ENSG00000254795.1	pseudogene	OR5AP1P	level 2
ENSG00000263546.1	miRNA	AP002517.1	level 3
ENSG00000172464.2	protein_coding	OR5AP2	level 2
ENSG00000172459.2	protein_coding	OR5AR1	level 2
ENSG00000232511.3	pseudogene	OR2AH1P	level 2
ENSG00000238041.3	pseudogene	RP11-59K5.1	level 1
ENSG00000174914.1	protein_coding	OR9G1	level 2
ENSG00000254953.1	pseudogene	RP11-100N3.2	level 1
ENSG00000181325.6	pseudogene	OR9G3P	level 2
ENSG00000172457.5	protein_coding	OR9G4	level 2
ENSG00000254825.1	pseudogene	OR9G2P	level 2
ENSG00000181296.2	pseudogene	OR5G1P	level 2
ENSG00000255485.1	pseudogene	OR5G4P	level 2
ENSG00000205025.6	pseudogene	OR5G5P	level 2
ENSG00000241356.1	polymorphic_pseudogene	OR5G3	level 2
ENSG00000255433.1	lincRNA	AP000479.1	level 2
ENSG00000181282.3	pseudogene	OR5AK3P	level 2
ENSG00000181273.2	protein_coding	OR5AK2	level 2
ENSG00000255083.1	pseudogene	OR5AK1P	level 2
ENSG00000273228.1	pseudogene	OR5BQ1P	level 2
ENSG00000224196.1	pseudogene	OR5AK4P	level 2
ENSG00000272676.1	pseudogene	OR5AO1P	level 2
ENSG00000273255.1	pseudogene	OR5BP1P	level 2
ENSG00000183908.5	protein_coding	LRRC55	level 2
ENSG00000134817.9	protein_coding	APLNR	level 2
ENSG00000149115.9	protein_coding	TNKS1BP1	level 2
ENSG00000254662.1	antisense	RP11-872D17.4	level 2
ENSG00000149136.3	protein_coding	SSRP1	level 1
ENSG00000238692.1	snoRNA	snoU13	level 3
ENSG00000109991.4	protein_coding	P2RX3	level 2
ENSG00000266018.1	miRNA	AP000781.1	level 3
ENSG00000156575.2	protein_coding	PRG3	level 2
ENSG00000186652.5	protein_coding	PRG2	level 2
ENSG00000254979.1	protein_coding	RP11-872D17.8	level 1
ENSG00000134802.13	protein_coding	SLC43A3	level 2
ENSG00000252070.1	rRNA	RNA5SP341	level 3
ENSG00000222998.1	misc_RNA	RN7SKP259	level 3
ENSG00000186907.3	protein_coding	RTN4RL2	level 1
ENSG00000255301.1	antisense	RP11-624G17.3	level 2
ENSG00000149150.4	protein_coding	SLC43A1	level 1
ENSG00000251995.1	misc_RNA	Y_RNA	level 3
ENSG00000134809.4	protein_coding	TIMM10	level 2
ENSG00000214872.4	protein_coding	SMTNL1	level 2
ENSG00000156587.11	protein_coding	UBE2L6	level 1
ENSG00000240371.1	pseudogene	RPS4XP13	level 1
ENSG00000149131.11	protein_coding	SERPING1	level 1
ENSG00000254602.1	sense_overlapping	AP000662.4	level 2
ENSG00000208009.1	miRNA	MIR130A	level 3
ENSG00000166793.6	protein_coding	YPEL4	level 2
ENSG00000172409.5	protein_coding	CLP1	level 1
ENSG00000156599.6	protein_coding	ZDHHC5	level 1
ENSG00000156603.10	protein_coding	MED19	level 2
ENSG00000213593.5	protein_coding	TMX2	level 2
ENSG00000254462.1	protein_coding	TMX2-CTNND1	level 2
ENSG00000213592.4	pseudogene	AP000662.9	level 1
ENSG00000211450.5	protein_coding	C11orf31	level 2
ENSG00000254732.1	protein_coding	RP11-691N7.6	level 2
ENSG00000233436.3	protein_coding	BTBD18	level 2
ENSG00000198561.8	protein_coding	CTNND1	level 1
ENSG00000255303.1	pseudogene	OR5BA1P	level 1
ENSG00000255266.1	pseudogene	RP11-734C14.2	level 1
ENSG00000180714.2	pseudogene	OR5AZ1P	level 2
ENSG00000254749.1	pseudogene	OR5BD1P	level 2
ENSG00000254601.1	pseudogene	CYCSP26	level 1
ENSG00000186509.3	protein_coding	OR9Q1	level 2
ENSG00000200817.1	snRNA	RNU6-899P	level 3
ENSG00000172381.3	protein_coding	OR6Q1	level 2
ENSG00000236541.1	pseudogene	VN2R9P	level 2
ENSG00000255146.1	lincRNA	RP11-659P15.1	level 2
ENSG00000254853.1	pseudogene	RP11-659P15.2	level 1
ENSG00000255131.2	pseudogene	OR9L1P	level 2
ENSG00000272685.1	pseudogene	OR9I3P	level 2
ENSG00000172377.1	protein_coding	OR9I1	level 2
ENSG00000186508.4	pseudogene	OR9I2P	level 2
ENSG00000272569.1	pseudogene	OR5BL1P	level 2
ENSG00000186513.2	protein_coding	OR9Q2	level 2
ENSG00000197887.3	protein_coding	OR1S2	level 2
ENSG00000172774.6	protein_coding	OR1S1	level 2
ENSG00000180475.4	protein_coding	OR10Q1	level 2
ENSG00000254589.1	pseudogene	EIF4A2P3	level 1
ENSG00000172772.3	protein_coding	OR10W1	level 2
ENSG00000272900.1	pseudogene	OR10Q2P	level 2
ENSG00000255218.1	pseudogene	OR5BC1P	level 2
ENSG00000255431.1	pseudogene	OR5B19P	level 2
ENSG00000255096.2	pseudogene	OR5B10P	level 2
ENSG00000255333.1	pseudogene	AP000435.3	level 1
ENSG00000197786.3	protein_coding	OR5B17	level 2
ENSG00000233499.1	pseudogene	OR5B1P	level 2
ENSG00000273408.1	pseudogene	OR5B15P	level 2
ENSG00000172769.2	protein_coding	OR5B3	level 2
ENSG00000172365.2	protein_coding	OR5B2	level 2
ENSG00000172362.2	protein_coding	OR5B12	level 2
ENSG00000255299.1	lincRNA	RP11-655C2.3	level 2
ENSG00000198283.2	protein_coding	OR5B21	level 2
ENSG00000110031.8	protein_coding	LPXN	level 1
ENSG00000186660.14	protein_coding	ZFP91	level 2
ENSG00000255073.4	protein_coding	ZFP91-CNTF	level 2
ENSG00000269570.1	protein_coding	AP001350.1	level 3
ENSG00000242689.1	protein_coding	CNTF	level 2
ENSG00000149124.6	protein_coding	GLYAT	level 1
ENSG00000265783.1	miRNA	AP000445.3	level 3
ENSG00000197254.3	pseudogene	AP000445.1	level 2
ENSG00000254926.1	pseudogene	AP000445.2	level 2
ENSG00000255265.1	pseudogene	TMA16P1	level 1
ENSG00000156689.2	protein_coding	GLYATL2	level 2
ENSG00000254717.2	pseudogene	GLYATL1P2	level 2
ENSG00000166840.9	protein_coding	GLYATL1	level 2
ENSG00000224130.1	protein_coding	AP001652.1	level 3
ENSG00000255523.1	antisense	RP11-780O24.2	level 1
ENSG00000255240.1	antisense	RP11-142C4.6	level 1
ENSG00000254877.1	pseudogene	RP11-142C4.4	level 1
ENSG00000255189.1	pseudogene	GLYATL1P1	level 2
ENSG00000254786.1	pseudogene	RP11-142C4.5	level 2
ENSG00000254399.2	pseudogene	GLYATL1P4	level 2
ENSG00000255151.2	pseudogene	GLYATL1P3	level 2
ENSG00000189057.6	protein_coding	FAM111B	level 2
ENSG00000245571.2	lincRNA	AP001258.4	level 2
ENSG00000255381.1	pseudogene	AP001258.5	level 1
ENSG00000166801.11	protein_coding	FAM111A	level 2
ENSG00000110042.3	protein_coding	DTX4	level 2
ENSG00000197629.5	protein_coding	MPEG1	level 2
ENSG00000263999.1	misc_RNA	RN7SL42P	level 3
ENSG00000225802.3	pseudogene	RP11-1036E20.10	level 2
ENSG00000254799.1	pseudogene	SLC25A47P1	level 2
ENSG00000214797.3	lincRNA	RP11-1036E20.9	level 2
ENSG00000254704.3	pseudogene	RP11-1036E20.7	level 2
ENSG00000263944.1	misc_RNA	RN7SL435P	level 3
ENSG00000235678.3	pseudogene	OR5AN2P	level 2
ENSG00000255386.1	pseudogene	OR5BR1P	level 2
ENSG00000176495.2	protein_coding	OR5AN1	level 2
ENSG00000198261.3	pseudogene	OR5BB1P	level 2
ENSG00000172324.4	protein_coding	OR5A2	level 2
ENSG00000172320.2	protein_coding	OR5A1	level 2
ENSG00000166884.2	protein_coding	OR4D6	level 2
ENSG00000254640.1	pseudogene	RP11-384C21.9	level 2
ENSG00000254466.1	protein_coding	OR4D10	level 2
ENSG00000204989.3	pseudogene	OR4D8P	level 2
ENSG00000252418.1	snRNA	RNU6-779P	level 3
ENSG00000176200.1	protein_coding	OR4D11	level 2
ENSG00000172742.4	protein_coding	OR4D9	level 2
ENSG00000254770.1	pseudogene	OR4D7P	level 1
ENSG00000252893.1	snRNA	RNU7-58P	level 3
ENSG00000255008.2	lincRNA	AP000442.4	level 2
ENSG00000110048.7	protein_coding	OSBP	level 2
ENSG00000264559.1	miRNA	MIR3162	level 3
ENSG00000255139.1	antisense	AP000442.1	level 1
ENSG00000166889.13	protein_coding	PATL1	level 2
ENSG00000255355.1	antisense	AP000640.2	level 2
ENSG00000223223.1	misc_RNA	RN7SKP192	level 3
ENSG00000172289.2	protein_coding	OR10V1	level 2
ENSG00000166900.10	protein_coding	STX3	level 2
ENSG00000254403.1	pseudogene	OR10Y1P	level 2
ENSG00000254743.1	pseudogene	OR10V3P	level 2
ENSG00000255538.1	pseudogene	OR10V2P	level 2
ENSG00000254477.1	antisense	AP000640.10	level 2
ENSG00000234964.3	pseudogene	FABP5P7	level 2
ENSG00000166902.4	protein_coding	MRPL16	level 2
ENSG00000134812.3	protein_coding	GIF	level 2
ENSG00000134827.3	protein_coding	TCN1	level 2
ENSG00000270929.1	pseudogene	CTD-2514A21.3	level 1
ENSG00000214788.1	protein_coding	OOSP1	level 3
ENSG00000255393.1	lincRNA	RP11-736I10.1	level 2
ENSG00000149507.2	protein_coding	PLAC1L	level 2
ENSG00000149516.9	protein_coding	MS4A3	level 2
ENSG00000255331.1	pseudogene	RP11-736I10.2	level 1
ENSG00000149534.4	protein_coding	MS4A2	level 2
ENSG00000254952.1	lincRNA	AP001257.1	level 2
ENSG00000110077.10	protein_coding	MS4A6A	level 1
ENSG00000214787.4	protein_coding	MS4A4E	level 2
ENSG00000110079.12	protein_coding	MS4A4A	level 2
ENSG00000166926.4	protein_coding	MS4A6E	level 2
ENSG00000166927.8	protein_coding	MS4A7	level 1
ENSG00000166928.6	protein_coding	MS4A14	level 2
ENSG00000166930.2	protein_coding	MS4A5	level 2
ENSG00000156738.13	protein_coding	MS4A1	level 2
ENSG00000071203.5	protein_coding	MS4A12	level 2
ENSG00000204979.3	protein_coding	MS4A13	level 1
ENSG00000181995.7	lincRNA	LINC00301	level 2
ENSG00000166959.3	protein_coding	MS4A8	level 1
ENSG00000214782.3	protein_coding	MS4A18	level 1
ENSG00000166961.10	protein_coding	MS4A15	level 2
ENSG00000172689.1	protein_coding	MS4A10	level 2
ENSG00000255845.1	antisense	RP11-804A23.1	level 1
ENSG00000255959.1	antisense	RP11-804A23.2	level 2
ENSG00000256813.1	antisense	RP11-804A23.4	level 2
ENSG00000110104.7	protein_coding	CCDC86	level 2
ENSG00000183134.4	protein_coding	PTGDR2	level 2
ENSG00000149506.6	protein_coding	ZP1	level 2
ENSG00000110107.4	protein_coding	PRPF19	level 1
ENSG00000257052.1	antisense	RP11-881M11.2	level 2
ENSG00000256944.1	antisense	RP11-881M11.1	level 1
ENSG00000110108.5	protein_coding	TMEM109	level 2
ENSG00000256196.1	antisense	RP11-881M11.4	level 2
ENSG00000006118.10	protein_coding	TMEM132A	level 1
ENSG00000110446.5	protein_coding	SLC15A3	level 1
ENSG00000013725.10	protein_coding	CD6	level 2
ENSG00000207153.1	snRNA	RNU6-933P	level 3
ENSG00000256733.1	lincRNA	RP11-881M11.8	level 2
ENSG00000110448.6	protein_coding	CD5	level 2
ENSG00000167987.6	protein_coding	VPS37C	level 2
ENSG00000229859.4	protein_coding	PGA3	level 2
ENSG00000229183.4	protein_coding	PGA4	level 2
ENSG00000256220.1	processed_transcript	CTD-2331C18.5	level 2
ENSG00000256713.3	protein_coding	PGA5	level 2
ENSG00000167992.8	protein_coding	VWCE	level 2
ENSG00000167986.9	protein_coding	DDB1	level 1
ENSG00000149476.10	protein_coding	DAK	level 1
ENSG00000162144.5	protein_coding	CYB561A3	level 1
ENSG00000149483.7	protein_coding	TMEM138	level 2
ENSG00000187049.5	protein_coding	TMEM216	level 2
ENSG00000149532.11	protein_coding	CPSF7	level 1
ENSG00000256591.1	protein_coding	RP11-286N22.8	level 2
ENSG00000167985.2	protein_coding	SDHAF2	level 1
ENSG00000240823.2	misc_RNA	RN7SL23P	level 3
ENSG00000162148.6	protein_coding	PPP1R32	level 2
ENSG00000255931.1	lincRNA	RP11-286N22.10	level 2
ENSG00000266006.1	miRNA	MIR4488	level 3
ENSG00000204950.2	protein_coding	LRRC10B	level 2
ENSG00000011347.5	protein_coding	SYT7	level 1
ENSG00000256443.1	lincRNA	RP11-794G24.1	level 2
ENSG00000250230.2	lincRNA	RP11-855O10.2	level 2
ENSG00000243742.1	pseudogene	RPLP0P2	level 1
ENSG00000255947.1	lincRNA	RP11-855O10.3	level 2
ENSG00000134780.5	protein_coding	DAGLA	level 2
ENSG00000124915.6	lincRNA	RP11-467L20.10	level 2
ENSG00000124920.9	protein_coding	MYRF	level 2
ENSG00000134825.9	protein_coding	TMEM258	level 1
ENSG00000207601.1	miRNA	MIR611	level 3
ENSG00000168496.3	protein_coding	FEN1	level 1
ENSG00000134824.9	protein_coding	FADS2	level 1
ENSG00000149485.12	protein_coding	FADS1	level 1
ENSG00000222326.1	miRNA	MIR1908	level 3
ENSG00000221968.4	protein_coding	FADS3	level 1
ENSG00000167994.7	protein_coding	RAB3IL1	level 1
ENSG00000200898.1	snRNA	RNU6-1243P	level 3
ENSG00000167995.11	protein_coding	BEST1	level 1
ENSG00000167996.11	protein_coding	FTH1	level 1
ENSG00000269089.1	protein_coding	AP003733.1	level 3
ENSG00000244176.1	pseudogene	RP11-810P12.1	level 1
ENSG00000254424.1	pseudogene	RP11-810P12.6	level 2
ENSG00000255553.1	lincRNA	RP11-810P12.5	level 2
ENSG00000149503.8	protein_coding	INCENP	level 2
ENSG00000236607.3	pseudogene	RP11-691L4.2	level 1
ENSG00000168515.3	protein_coding	SCGB1D1	level 2
ENSG00000124939.4	protein_coding	SCGB2A1	level 2
ENSG00000254404.1	antisense	RP11-703H8.9	level 1
ENSG00000124935.3	protein_coding	SCGB1D2	level 2
ENSG00000110484.6	protein_coding	SCGB2A2	level 2
ENSG00000197745.1	protein_coding	SCGB1D4	level 2
ENSG00000255213.1	pseudogene	NPM1P35	level 1
ENSG00000255118.1	antisense	RP11-703H8.7	level 2
ENSG00000162174.8	protein_coding	ASRGL1	level 2
ENSG00000254454.2	pseudogene	RCC2P6	level 1
ENSG00000265696.1	miRNA	AP003064.2	level 3
ENSG00000255126.1	antisense	CTD-2531D15.5	level 2
ENSG00000149021.2	protein_coding	SCGB1A1	level 1
ENSG00000255446.1	antisense	CTD-2531D15.4	level 2
ENSG00000124942.9	protein_coding	AHNAK	level 1
ENSG00000238861.1	miRNA	AP003064.1	level 3
ENSG00000250659.2	antisense	RP11-864I4.3	level 2
ENSG00000257058.1	antisense	RP11-864I4.4	level 2
ENSG00000254772.5	protein_coding	EEF1G	level 2
ENSG00000255508.3	protein_coding	MIR3654	level 2
ENSG00000149016.11	protein_coding	TUT1	level 1
ENSG00000149480.2	protein_coding	MTA2	level 1
ENSG00000149499.7	protein_coding	EML3	level 1
ENSG00000254964.1	antisense	RP11-831H9.3	level 2
ENSG00000149489.4	protein_coding	ROM1	level 1
ENSG00000149541.5	protein_coding	B3GAT3	level 2
ENSG00000089597.12	protein_coding	GANAB	level 1
ENSG00000185085.2	protein_coding	INTS5	level 2
ENSG00000255432.1	protein_coding	RP11-831H9.11	level 1
ENSG00000162194.8	protein_coding	C11orf48	level 1
ENSG00000214756.3	protein_coding	METTL12	level 1
ENSG00000206597.1	snoRNA	SNORA57	level 3
ENSG00000204922.4	protein_coding	C11orf83	level 2
ENSG00000162191.9	protein_coding	UBXN1	level 1
ENSG00000177363.4	protein_coding	LRRN4CL	level 2
ENSG00000234857.2	protein_coding	HNRNPUL2-BSCL2	level 2
ENSG00000168000.10	protein_coding	BSCL2	level 1
ENSG00000162188.5	protein_coding	GNG3	level 2
ENSG00000214753.2	protein_coding	HNRNPUL2	level 2
ENSG00000162222.9	protein_coding	TTC9C	level 2
ENSG00000185670.7	protein_coding	ZBTB3	level 2
ENSG00000168002.7	protein_coding	POLR2G	level 2
ENSG00000267811.1	antisense	RP11-727F15.11	level 2
ENSG00000162227.3	protein_coding	TAF6L	level 2
ENSG00000168569.7	protein_coding	TMEM223	level 2
ENSG00000269176.1	antisense	RP11-727F15.12	level 2
ENSG00000185475.4	protein_coding	TMEM179B	level 1
